audio,label
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001902.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001902.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003144.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003144.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002036.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002036.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002944.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002944.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002283.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002283.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000343.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000343.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002053.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002053.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000447.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000447.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001411.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001411.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000325.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000325.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001744.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001744.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000246.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000246.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000312.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000312.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002948.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002948.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000477.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000477.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001966.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001966.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003973.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003973.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000072.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000072.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000429.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000429.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003782.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003782.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000878.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000878.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001022.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001022.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001196.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001196.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002532.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002532.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003730.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003730.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001254.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001254.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000569.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000569.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001694.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001694.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002474.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002474.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003329.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003329.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003145.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003145.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003269.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003269.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001682.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001682.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000782.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000782.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003788.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003788.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003731.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003731.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001952.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001952.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000172.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000172.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_003000.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_003000.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003756.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003756.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003595.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003595.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001303.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001303.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001306.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001306.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001129.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001129.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000942.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000942.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003480.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003480.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001110.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001110.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003393.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003393.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000588.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000588.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001431.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001431.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001507.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001507.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001923.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001923.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000527.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000527.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001938.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001938.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000824.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000824.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003442.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003442.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000999.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000999.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001093.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001093.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000223.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000223.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000957.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000957.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001707.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001707.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001689.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001689.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001720.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001720.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000382.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000382.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001698.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001698.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001454.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001454.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002956.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002956.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001905.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001905.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003745.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003745.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003743.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003743.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002094.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002094.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002889.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002889.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000635.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000635.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001546.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001546.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001909.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001909.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001071.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001071.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000650.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000650.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002384.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002384.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003452.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003452.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001975.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001975.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000349.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000349.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001113.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001113.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003980.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003980.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001741.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001741.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003332.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003332.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002593.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002593.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002107.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002107.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002123.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002123.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002310.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002310.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003382.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003382.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000160.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000160.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000118.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000118.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000289.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000289.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001345.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001345.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003419.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003419.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002643.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002643.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000544.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000544.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001629.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001629.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002275.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002275.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003281.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003281.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001609.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001609.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002249.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002249.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002726.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002726.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002272.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002272.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001550.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001550.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003257.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003257.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003168.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003168.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002356.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002356.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002919.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002919.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003378.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003378.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000604.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000604.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000873.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000873.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003055.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003055.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001784.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001784.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003640.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003640.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001128.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001128.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002765.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002765.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001064.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001064.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001371.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001371.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002261.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002261.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001248.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001248.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002550.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002550.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000491.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000491.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002294.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002294.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001194.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001194.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000152.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000152.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000231.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000231.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003558.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003558.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001647.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001647.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000681.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000681.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003173.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003173.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003305.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003305.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000114.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000114.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001190.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001190.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002979.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002979.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003630.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003630.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002446.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002446.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001473.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001473.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002686.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002686.txt
KsponSpeech_01/KsponSpeech_0002/KsponSpeech_001477.pcm,KsponSpeech_01/KsponSpeech_0002/KsponSpeech_label_001477.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002004.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002004.txt
KsponSpeech_01/KsponSpeech_0001/KsponSpeech_000441.pcm,KsponSpeech_01/KsponSpeech_0001/KsponSpeech_label_000441.txt
KsponSpeech_01/KsponSpeech_0003/KsponSpeech_002946.pcm,KsponSpeech_01/KsponSpeech_0003/KsponSpeech_label_002946.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003996.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003996.txt
KsponSpeech_01/KsponSpeech_0004/KsponSpeech_003052.pcm,KsponSpeech_01/KsponSpeech_0004/KsponSpeech_label_003052.txt
